smiles,pKa
C[C@H]1CCC2CC[C@H](C)N21,11.74
C[C@@H]1CC[C@H]2CC[C@H](C)N21,11.48
C[C@@H]1CC[C@@H]2CC[C@H](C)N21,10.23
C[C@H]1C[C@@H]2CCC[C@@H]2N1C,10.1
CN1C2=CCCC1CCC2,8.8
c1ccc2ncccc2c1,4.89
c1cnc2c(c1)CCCC2,6.6
C1CCC2NCCCC2C1,10.9
CC(C)(C)N1C2CCCC21,9.22
Clc1ccc(C2CN2)cc1,6.18
Brc1ccc2c(c1)CCN2,3.7
c1csc(C2CCCN2)c1,9.35
ClCC1CC2CCN1CC2,9.68
ClCC1CN2CCC1CC2,10.15
CN(CC1CO1)CC1CO1,6.45
O=C1NC(=O)[C@@H]2CCC[C@H]12,9.53
C1CN(CC2CO2)CCO1,5.88
CC1=CCN2CC[C@@H](O)[C@@H]12,9.6
C[C@@H]1CCN2CC[C@H](O)[C@H]12,10.92
CN1[C@@H]2CC[C@H]1C[C@H](O)C2,10.33
CN1[C@@H]2CC[C@H]1C[C@@H](O)C2,9.86
OC[C@H]1CCN2CCC[C@@H]12,10.87
OCC1CC2CCN1CC2,10.85
COC1CC2CCN1CC2,8.87
OCC1CN2CCC1CC2,10.56
Oc1nsc2ccccc12,7.01
Oc1cccc2scnc12,1.25
Oc1cccc2scnc12,8.77
Oc1ccc2ncsc2c1,9.21
S=c1[nH]c2ccccc2o1,6.33
O=C(O)[C@]12C[NH2+]CC[C@H]1O2,2.63
O=C([O-])[C@]12CNCC[C@H]1O2,9.14
Nc1ncc2[nH]cnc2n1,3.8
Nc1ncc2[nH]cnc2n1,9.93
Nc1ncnc2[nH]ncc12,4.59
Nc1ncnc2[nH]ncc12,10.84
Nc1ncnc2cn[nH]c12,5.0
Nc1ncnc2cn[nH]c12,10.15
Nc1ncnc2[nH]cnc12,4.26
Nc1ncnc2[nH]cnc12,9.86
Nc1ncnc2nc[nH]c12,4.2
Nc1ncnc2nc[nH]c12,9.74
Nc1nc2ncncc2[nH]1,4.68
Nc1nc2ncncc2[nH]1,9.36
Nc1ncc2[nH]c[nH+]c2n1,-0.28
S=c1[nH]cnc2nn[nH]c12,4.6
O=c1[nH]ccc2nnnn12,6.95
c1cc2nccnc2cn1,2.5
Nc1cccc2[nH]ncc12,3.29
Nc1n[nH]c2ccccc12,3.15
Cc1ccc2[nH]nnc2c1,8.9
Nc1ccc2cn[nH]c2c1,4.8
Nc1ccc2cn[nH]c2c1,14.3
Nc1ccc2cn[nH]c2c1,3.91
Nc1ccc2[nH]ncc2c1,5.15
Nc1cccc2cn[nH]c12,3.05
Nc1ccc2[nH]cnc2c1,6.11
Nc1nc2ccccc2[nH]1,7.49
Cc1nc2ncccc2[nH]1,4.6
Nc1ccc2[nH]c[nH+]c2c1,3.07
Clc1ccc2[nH]nnc2c1,7.7
On1nnc2ccccc21,4.6
Nc1nc2cccc[n+]2o1,7.18
CC(=O)C(Cc1ccccc1)C(C)=O,10.49
O=C(CC(=O)C(F)(F)F)c1cccs1,6.31
[4H]c1c([4H])c([4H])c(C(=O)O)c([4H])c1[4H],4.18
COc1cc(C(=O)O)cc(OC)c1O,4.2
CCOc1ccccc1/C=C\C(=O)O,4.35
CCOc1ccccc1/C=C/C(=O)O,4.68
CCCCOc1cccc(C(=O)O)c1,4.25
CCC(Oc1ccccc1C)C(=O)O,3.43
Cc1ccc(/C=C/C(=O)C(=O)O)cc1,1.96
Cc1cc(C)c(C(=O)C(=O)O)c(C)c1,1.34
Cc1ccc(C(=O)/C=C/C(=O)O)cc1,3.44
CCCCOc1ccc(C(=O)O)cc1,4.48
CC(C)COc1ccc(C(=O)O)cc1,4.48
CCCCOC(=O)c1ccc(O)cc1,8.34
O=S(=O)(O)c1cccc(C(F)(F)F)c1,-6.93
CO[C@H]1O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]1O,3.55
O=C([O-])c1cc(O)c(O)c(C(=O)O)[o+]1,1.8
O=C(O)c1cc(O)c(O)c(C(=O)O)[o+]1,0.6
O=C([O-])c1cc(O)c(O)c(C(=O)[O-])[o+]1,9.82
C1CNCCNCCCNCCNC1,11.1
Cc1ccc(NN=C(C#N)C#N)cc1,-0.83
Cc1ccc(NN=C(C#N)C#N)cc1,6.75
Cc1ccccc1NN=C(C#N)C#N,-0.84
Cc1ccccc1NN=C(C#N)C#N,6.9
N#CC(C#N)=NNc1ccccc1Cl,5.84
N#CC(C#N)=NNc1ccccc1Cl,-0.77
N#CC(C#N)=NNc1ccccc1Br,6.35
N#CC(C#N)=NNc1ccccc1Br,-0.8
N#CC(C#N)=NNc1cccc(Cl)c1,6.0
N#CC(C#N)=NNc1cccc(Cl)c1,-0.78
N#CC(C#N)=NNc1ccc(Cl)cc1,6.15
N#CC(C#N)=NNc1ccc(Cl)cc1,-0.79
N#CC(C#N)=NNc1ccccc1O,6.1
N#CC(C#N)=NNc1cccc(O)c1,6.45
CC/N=C(\N=[N+]=[N-])c1ccccc1O,9.4
CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,7.3
CC(=O)N(C)c1nnc(S(N)(=O)=O)s1,7.4
CC/N=C1\C=C(NCC)CC(C)(C)C1,12.13
CC(Cc1ccccc1)NCCC#N,7.23
C1CCCNCCCCCCNCC1,9.6
C[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)O,3.6
CC(c1ccc([N+](=O)[O-])cc1)[N+](=O)[O-],6.51
CC(c1cccc([N+](=O)[O-])c1)[N+](=O)[O-],6.67
CC(=O)Nc1ccc(O)c([N+](=O)[O-])c1,6.78
CN(O)C(=O)c1ccc([N+](=O)[O-])cc1,7.92
CC(=O)c1cc(C(=O)C(C)(C)C)[nH]n1,9.7
CN(C)C(=O)/C=C(\O)c1ccncc1,7.32
CN(C)C(=O)CC(=O)c1ccncc1,7.75
C#CCN1CCN(C(=O)OCC)CC1,5.44
CCN(CC)c1ccc([N+](=O)[O-])cc1,1.7
CCCC(C)C1C(=O)NC(=S)N=C1[O-],11.41
CCOc1cccc(/N=C/N(C)C)c1,8.87
CNCC(=O)Nc1c(C)cccc1C,7.99
CC(C)NCC(O)c1cccc(N)c1,9.6
CCOc1ccc(/N=C/N(C)C)cc1,9.24
CC1(C)CC(NCCO)CC(C)(C)N1,10.52
CC(C)[NH2+]CC(O)c1cccc(N)c1,4.22
CC1(C)CC(NCCO)CC(C)(C)[NH2+]1,7.42
CCCSC(=O)CCCc1c[nH]cn1,7.55
COC(=O)C(C)(C)c1c[nH]c(CO)n1,6.18
O=[N+]([O-])c1cccc(/C=C/C=N/O)c1,10.16
C[N+](C)(C)c1cc([N+](=O)[O-])ccc1O,4.35
C[N+](C)(C)c1ccc(O)c([N+](=O)[O-])c1,5.03
CN(C)Cc1cc([N+](=O)[O-])ccc1[O-],9.93
C[NH+](C)Cc1cc([N+](=O)[O-])ccc1O,5.75
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,10.02
CC(=O)NS(=O)(=O)c1ccc(N)cc1,5.35
CC(=O)NS(=O)(=O)c1ccc(N)cc1,1.58
CCCCCNCc1ccc(C)cc1,10.08
CCCCCCCNc1ccccc1,5.09
CC(C)(C)c1cccc(C(C)(C)C)n1,4.95
CCCCCCCCN1CCCCC1,8.28
CC(C)(C)c1ccnc(C(C)(C)C)c1,6.7
CCN(CC)CCSC1CCCCC1,8.11
CCCCCSC(=N)c1ccccc1,8.5
CC(C)CCSC(=N)c1ccccc1,8.43
O=C(O)CNC(=O)c1ccccc1O,3.63
O=C(O)c1cccc(/C=C/[N+](=O)[O-])c1,3.9
O=C(O)c1ccc(/C=C/[N+](=O)[O-])cc1,3.94
O=C(O)CCc1ccc([N+](=O)[O-])cc1,4.54
O=C(O)/C=C\c1cccc([N+](=O)[O-])c1,3.63
O=C(O)/C=C/c1cccc([N+](=O)[O-])c1,4.08
O=C([O-])CNC(=O)c1ccccc1O,8.16
O=C(O)CSc1cccc([N+](=O)[O-])c1,3.4
O=C(O)C[Se]c1cccc([N+](=O)[O-])c1,3.55
O=C(O)CSc1ccccc1[N+](=O)[O-],3.18
O=C(O)C[Se]c1ccccc1[N+](=O)[O-],3.45
O=C(O)CSc1ccc([N+](=O)[O-])cc1,3.2
O=C(O)C[Se]c1ccc([N+](=O)[O-])cc1,3.46
O=C([O-])CNS(=O)(=O)c1ccccc1,11.4
N#CC(CCC(=O)O)c1ccccc1,4.4
CC(C(=O)O)C(C#N)c1ccccc1,3.7
CC(C#N)(CC(=O)O)c1ccccc1,3.99
CCC(C)C(=O)CCN1CCOCC1,7.07
COc1ccc(C[C@H](C)N)cc1OC,9.6
CC(=O)CC(=O)Nc1cccc(C)c1,10.0
CC(=O)CC(=O)Nc1ccc(C)cc1,10.15
CC(C)(C)N(O)C(=O)c1ccccc1,10.1
CCOC(=O)CCCc1ccccn1,5.32
CCOCCNc1ccc(OC)cc1,4.99
CCOCCNc1cccc(OC)c1,3.67
CCCCOC(=O)c1ccc(N)cc1,2.47
CCOC(=O)c1ccc(CCN)cc1,9.58
N#CCCC(C(=O)O)c1ccccc1,3.92
N#CC(CC(=O)O)Cc1ccccc1,3.91
CCOC(=O)C[C@H](N)c1ccccc1,8.32
CC(C#N)(Cc1ccccc1)C(=O)O,2.29
O=C([O-])CCCCCN1CCCCC1,10.47
CC(C)C([NH2+]c1ccccc1)C(=O)O,4.4
CC(C)[NH2+]CC(=O)c1ccc(O)cc1,7.56
CC(C)NCC(=O)c1ccc([O-])cc1,9.58
CC(=O)c1ccc([O-])c(CN(C)C)c1,10.0
C[N+]1(CCCCC(=O)O)CCCCC1,4.33
O=S(=O)(Nc1ccccc1)C(F)(F)F,4.85
NS(=O)(=O)c1cccc(C(F)(F)F)c1,8.98
CCOC(=S)NC(=O)c1ccccc1,7.46
CCN(CC)Cc1cc(C)ccc1O,10.84
CCN(CC)Cc1cc(C)ccc1O,8.94
CCCCCNCc1ccccc1O,8.65
CCC/C(N)=C/C(=O)c1ccccc1,-1.12
CCN(CC)Cc1c(C)cccc1O,8.65
CCN(CC)Cc1cccc(C)c1O,8.19
CCN(CC)Cc1ccccc1OC,10.2
C[N+](C)(C)CCCc1ccc(O)cc1,9.8
C[N+](C)(C)CCCc1cccc(O)c1,9.64
C[N+](C)(C)CCCc1ccccc1O,9.78
CCN(CC)Cc1cccc(C)c1[O-],10.91
CC[NH+](CC)Cc1cccc(C)c1O,10.02
CC(=O)CC(=S)Nc1cccc(C)c1,7.56
CC(=O)CC(=S)Nc1ccc(C)cc1,7.65
CC(C)NCC(O)c1cccc(F)c1,9.48
CCNC(=O)/C=C(/[70SH])c1ccccc1,4.73
CCN(CC)Cc1cc(F)ccc1O,10.84
CCN(CC)Cc1cc(Cl)ccc1[O-],11.19
CC[NH+](CC)Cc1cc(Cl)ccc1O,8.11
CC[NH+](CC)Cc1cc(F)ccc1O,8.23
CCN(CC)Cc1cc(Br)ccc1[O-],10.67
CC[NH+](CC)Cc1cc(Br)ccc1O,7.7
CC[NH+](CC)Cc1cccc(F)c1O,7.26
CC[NH+](CC)Cc1c(O)cccc1Cl,7.5
CCOC(=O)[C@H]1CC(=O)N[C@@H]1C(=O)O,3.5
O=C(O)[C@H](O)c1ccc([N+](=O)[O-])cc1,2.99
O=C(O)[C@H](O)c1cccc([N+](=O)[O-])c1,3.03
O=C(O)[C@H](O)c1ccccc1[N+](=O)[O-],3.15
O=C(O)COc1ccccc1[N+](=O)[O-],2.9
COC(=O)c1ccc(O)c([N+](=O)[O-])c1,5.4
O=C(O)COc1ccc([N+](=O)[O-])cc1,2.89
O=C(O)c1cc([N+](=O)[O-])ccc1CO,3.14
NS(=O)(=O)c1ccc(P(=O)(O)O)cc1,1.42
NS(=O)(=O)c1ccc(P(=O)([O-])[O-])cc1,10.0
NS(=O)(=O)c1ccc(P(=O)([O-])O)cc1,6.38
[NH3+]C(c1cccc(O)c1[O-])P(=O)([O-])[O-],12.42
[NH3+]C(c1cccc(O)c1O)P(=O)([O-])O,5.06
O=S(=O)([O-])CC(O)CN1CCOCC1,6.91
[NH3+]C(c1cccc(O)c1O)P(=O)([O-])[O-],9.44
O=CNOC(=O)/C=C/c1ccccc1,5.9
NC(=O)C(CC(=O)O)c1ccccc1,4.23
CCOC(=O)/C(=N/O)c1ccccc1,8.95
CCC(C(=O)O)C(=O)N1CCCCC1,3.86
Cc1cc([N+](=O)[O-])c(C(C)C)cc1O,4.2
CCc1cc([N+](=O)[O-])cc(CC)c1O,7.73
CCCCOC(=O)c1ccc[n+](O)c1,0.03
CCOC(=O)c1cc(C)[n+](O)c(C)c1,-0.13
CC(=O)NS(=O)(=O)c1ccc(C)cc1,4.8
CCNc1nc(Cl)nc(NC(C)C)n1,1.61
OCCN(CCO)CCc1nnn[nH]1,9.2
N#Cc1ccc(CC(C#N)C#N)cc1,10.96
CC(C)NNC1CCN(C(C)C)CC1,9.55
CC(C)NNC1CC[NH+](C(C)C)CC1,6.3
CN(C)/C=N/c1cccc([N+](=O)[O-])c1,7.29
N#CC(C#N)c1ccc([N+](=O)[O-])cc1,2.35
N#CCc1ccc(C#N)cc1[N+](=O)[O-],11.43
CN(C)/C=N/c1ccccc1[N+](=O)[O-],5.65
CN(C)/C=N/c1ccc([N+](=O)[O-])cc1,6.71
N#CC(C#N)=C(O)c1ccc(N)cc1,4.28
O=C(/C=N/O)NCCN1CCOCC1,6.19
NCC(=O)Nc1ccc([N+](=O)[O-])cc1,8.5
CC(=O)NC(Cc1c[nH]cn1)C(=O)[O-],7.11
CC(=O)NC(Cc1c[nH]c[nH+]1)C(=O)O,2.94
NC(=O)NS(=O)(=O)c1ccc(N)cc1,5.41
N#CCCN(CCC#N)c1nnn[nH]1,4.85
CCCCCCCCCCCC(=O)O,4.89
O=C(O)/C=C/C(=O)CC(=O)CC(=O)O,3.6
O=C(O)/C=C/C(=O)CC(=O)CC(=O)O,3.6
O=C([O-])/C=C/C(=O)CC(=O)CC(=O)[O-],8.4
O=C([O-])/C=C/C([O-])=C/C(=O)CC(=O)[O-],10.5
C#CC#CC=C=CC(O)CCC(=O)O,4.8
C#CC#CC#CCC(O)CCC(=O)O,4.75
C[Si](C)(C)O[Si](C)(C)CCCC(=O)O,5.03
NC(=O)[C@@H](N)CSSC[C@H](N)C(N)=O,6.41
CC(C)NCCCCCCNC(C)C,11.21
NCCCCCCCCCCCCN,10.79
CC(C)NCCCCCC[NH2+]C(C)C,10.94
CCN(CC)CC(O)CN(CC)CC,9.8
C=C(C)C(=O)NC(C)(C)CCN(C)C,9.37
CCN(C)CCOCCN(CC)CC,10.12
CCN(CC)CC(O)C[NH+](CC)CC,7.74
CCN(C)CCOCC[NH+](CC)CC,8.46
NNC(=O)C(F)(F)C(F)(F)C(F)(F)F,8.02
CCCCCCCCCCCCCN,10.63
C=C(C)C(=O)OCCN(C)CCCC,8.27
CCC(O)CN(CC(C)O)C(C)(C)C,9.5
CCCCCN(CCO)CC(O)CC,9.1
CCCN(CC(O)CC)CC(O)CC,9.0
CCCCCCN(CCO)CC(C)O,9.0
CCCCCN(CC(C)O)CC(C)O,9.0
C=C(C)C(=O)OC(C)CN(CC)CC,8.65
CCCCCCCCNCCC(=O)[O-],10.6
CCCCCCCC[NH2+]CCC(=O)O,3.56
NCCCCCCCCCCC(=O)[O-],11.0
NCCCCC#CC#CCCC(=O)[O-],10.53
[NH3+]CCCCCCCCCCC(=O)O,4.62
[NH3+]CCCCC#CC#CCCC(=O)O,4.15
CCCCCCCCOCCN(C)C,8.87
CN(C)CCCN(C)CCCN(C)C,10.0
CN(CCC[NH+](C)C)CCC[NH+](C)C,6.4
CN(C)CCCN(C)CCC[NH+](C)C,9.0
CCN(CC)/N=C(\N)CC[Si](C)(C)C,10.65
NCC(=O)NC(CCC(N)=O)C(=O)O,2.88
NCC(=O)NC(CCC(N)=O)C(=O)O,8.29
NC(=O)CC[C@H](N)C(=O)NCC(=O)O,7.52
NC(=O)CC[C@H](N)C(=O)NCC(=O)O,3.15
CC[NH+](CC)CCCNC(=O)/C=N/O,8.75
C=CC[NH+](C)CCCNC(=O)/C=N/O,8.48
CCN(CC)CCCNC(=O)/C=N/[O-],10.33
C=CCN(C)CCCNC(=O)/C=N/[O-],9.5
C[NH+](C)CCCCCNC(=O)/C=N/O,8.88
CN(C)CCCCCNC(=O)/C=N/[O-],10.29
N#CCC[n+]1ccc(C(N)=O)cc1.[Br-],13.3
N#CCC[n+]1cccc(C(N)=O)c1.[Br-],13.16
COc1c(C(=O)O)oc2ccccc12,3.7
O=C(O)/C=C/c1ccc2c(c1)OCO2,4.6
COc1cc2ccc(=O)oc2cc1O,6.5
O=C(O)Cc1ccc2ccccc2c1,4.26
O=C(O)Cc1cccc2ccccc12,4.24
Cc1ccc2ccccc2c1C(=O)O,3.11
CC(C)C1C(=O)c2ccccc2C1=O,7.4
O=C1CCC(C2CCCCC2)C(=O)C1,5.5
Oc1ccccc1-c1ccccc1O,7.5
O/C(=C\c1ccccc1)c1ccco1,8.5
Oc1ccc(-c2ccc(O)cc2)cc1,9.4
[O-]c1ccccc1-c1ccccc1O,14.7
[O-]c1ccc(-c2ccc(O)cc2)cc1,14.1
CC(C)c1cccc2ccc(O)cc12,9.52
CC1(C)[C@@H]2CC[C@]1(C)C(=O)C2C(=O)O,3.76
O=C(O)C1CCCc2ccccc2O1,3.63
COc1ccc([C@H]2C[C@@H]2C(=O)O)cc1,4.62
CC1(C)[C@H]2CC[C@@]1(C)[C@@H](O)[C@@H]2C(=O)O,2.74
CC1(C)[C@H]2CC[C@@]1(C)[C@@H](O)[C@H]2C(=O)O,2.05
O=C(O)c1cc2ccccc2cc1O,2.71
CC[C@@H](C(=O)O)[C@@]1(O)C[C@H]2CC[C@@H]1C2,4.26
CC[C@H](C(=O)O)[C@@]1(O)C[C@H]2CC[C@@H]1C2,4.07
O=C(O)c1cccc2ccc(O)cc12,3.69
CC(=O)C1C(=O)c2ccccc2C1=O,2.88
O=C([O-])c1c(O)ccc2ccccc12,10.92
O=C([O-])c1cc2ccccc2cc1O,12.19
O=C([O-])c1cccc2ccc(O)cc12,9.6
Cc1cc(=O)oc2cc(O)c(Cl)cc12,6.1
Nc1ccnc(-c2cc(N)ccn2)c1,8.8
Cc1cc(-c2cc(C)n(C)n2)nn1C,2.22
Cc1cc(C)n(Cc2cc(C)[nH]n2)n1,3.5
Cc1cc(C)n(-c2cc(C)n(C)n2)n1,2.19
Nc1cccc(-c2cccc(N)n2)n1,6.7
Cc1cc(-c2cc(C)n(C)[nH+]2)nn1C,-0.6
Cc1cc(Cn2[nH+]c(C)cc2C)n[nH]1,1.2
Cc1cc(C)n(-c2cc(C)n(C)[nH+]2)n1,-2.9
CCCCc1nc(N)c2ncsc2n1,3.49
Cc1n[nH]c2c1c(=O)n(C)c(=O)n2C,9.83
O=C(O)c1cccc(-c2nnn[nH]2)c1,3.74
O=C(O)c1ccc(-c2nnn[nH]2)cc1,3.63
CC1CCn2nnnc2C(C(=O)O)C1,3.2
CC1CCCC(C(=O)O)c2nnnn21,3.3
O=C(O)c1ccccc1-c1nnn[nH]1,2.9
CC(=O)n1ccnc1Cc1ncc[nH]1,6.6
CC(=O)N1CCNc2ncnc(C)c21,5.26
CC(=O)n1ccnc1Cc1[nH]cc[nH+]1,1.93
[O-]c1nc(C(F)(F)F)nc2nc[nH]c12,5.1
[O-]c1nc(C(F)(F)F)nc2nc[nH]c12,11.2
Oc1nc(C(F)(F)F)nc2[nH+]c[nH]c12,1.1
Cc1cc([N+](=O)[O-])cc2c1nnn2O,3.43
CC1=Nc2ccc(C)cc2N=C(C)C1,4.0
C1CCN(CCN2CCCCC2)CC1,9.43
CC1=CC(C)=Nc2ccc(C)cc2N1,3.5
CC1=CC(C)=Nc2ccc(C)cc2N1,5.8
CC1(C)CCC(C2CCC(C)(C)N2)N1,10.3
NC1CCN(Cc2ccccc2)CC1,9.79
Cc1ccnc(-c2cc(C)ccn2)c1,5.32
Nc1ccc(-c2ccc(N)cc2)cc1,4.96
C(=C\c1ccncc1)\c1ccncc1,5.57
C(=C/c1ccncc1)\c1ccncc1,5.82
Cc1cc(C)c2nc(C)cc(N)c2c1,10.4
C1CCN(CC[NH+]2CCCCC2)CC1,6.12
CC1(C)CCC(C2CCC(C)(C)[NH2+]2)N1,6.95
NCCC[n+]1ccc2ccccc2c1,8.97
[NH3+]C1CCN(Cc2ccccc2)CC1,7.05
CCc1ccc([C@@H]2CCC[NH+]2C)cn1,3.69
Nc1ccc(-c2ccc([NH3+])cc2)cc1,3.66
Clc1ccc(-c2ccc(Cl)cn2)nc1,3.96
CN(C)c1ncc(-c2ccccc2)s1,4.89
NCC[n+]1cc(Br)c2ccccc2c1,6.71
Cc1nc(-c2ccccc2[S-])[nH]c1C,9.0
Cc1[nH]c(-c2ccccc2S)[nH+]c1C,3.9
O=C1NC(=O)c2c1cccc2[N+](=O)[O-],8.8
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,8.68
O=S(=O)([O-])c1cc(O)c2[nH]ncc2c1,8.0
O=S(=O)([O-])c1c(O)ccc2[nH]ncc12,10.55
O=S(=O)([O-])c1ccc(O)c2[nH]ncc12,7.6
O=S(=O)([O-])c1cc(O)cc2[nH]ncc12,8.85
O=S(=O)([O-])c1c(O)ccc2cn[nH]c12,9.45
O=S(=O)([O-])c1cc(O)c2cn[nH]c2c1,8.1
O=S(=O)([O-])c1ccc(O)c2cn[nH]c12,7.6
O=S(=O)([O-])c1cc(O)cc2cn[nH]c12,9.65
O=C1NC(=O)/C(=C/c2ccccc2)N1,8.6
O=C1NC(=O)C(Cc2ccccc2)N1,9.03
O=C1CC(c2ccccc2)NC(=O)N1,11.22
C1CN(CCN2CCOCC2)CCO1,6.65
COc1nc2ccccc2nc1OC,-1.15
Nc1cc([N+](=O)[O-])cc2ccccc12,2.24
Nc1cccc2cc([N+](=O)[O-])ccc12,3.15
Nc1cc([N+](=O)[O-])c2ccccc2c1,2.62
Nc1ccc([N+](=O)[O-])c2ccccc12,0.53
Nc1cccc2c([N+](=O)[O-])cccc12,2.8
Nc1cccc2ccc([N+](=O)[O-])cc12,2.83
Nc1ccc2ccccc2c1[N+](=O)[O-],-0.92
Nc1cc2ccccc2cc1[N+](=O)[O-],1.48
Nc1c([N+](=O)[O-])ccc2ccccc12,-1.6
Nc1cccc2cccc([N+](=O)[O-])c12,2.79
Nc1ccc2ccc([N+](=O)[O-])cc2c1,3.13
Nc1ccc2cc([N+](=O)[O-])ccc2c1,2.9
Nc1ccc2cccc([N+](=O)[O-])c2c1,2.86
Nc1ccc2c([N+](=O)[O-])cccc2c1,3.16
Nc1ccc(C(=O)[O-])c2ncccc12,8.46
Nc1ccc(C(=O)[O-])c2ncccc12,12.58
O=C([O-])CCc1nc2ccccc2[nH]1,5.7
O=C([O-])CCc1nc2ccccc2[nH]1,13.1
C1CN(CC[NH+]2CCOCC2)CCO1,3.63
O=S1(=O)Cc2cc(Br)ccc2N=CN1,9.3
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,8.62
COC(=O)c1nc2cc(Cl)ccc2[nH]1,0.3
Cn1c(CCl)nc2c(O)ccc(O)c21,4.03
Cn1c(CCl)nc2c(O)ccc(O)c21,8.4
Cn1c(CBr)nc2c(O)ccc(O)c21,3.99
O=[N+]([O-])c1cccc(C2NCCS2)c1,4.63
O=[N+]([O-])c1ccc(C2NCCS2)cc1,4.55
CCOc1ccc2[nH]c(CC)nc2c1,6.27
CCCc1ncnc2c(O)cccc12,8.82
OC(CN1CCCC1)CN1CCCC1,9.73
Cn1cncc(-c2ccccc2)c1=O,1.5
CCc1c(-c2ccccc2)n[nH]c1O,7.8
Cc1cc(=O)n(-c2ccccc2)n1C,1.45
Cc1cc(=O)n(C)n1-c1ccccc1,2.4
Cc1nn(-c2ccccc2)c(O)c1C,11.3
Cc1nn(C)c(O)c1-c1ccccc1,10.9
O=C(c1ccccc1)N1CCNCC1,7.79
Cn1cnc(=O)c(-c2ccccc2)c1,1.99
Cc1ccc(C(=O)c2cc[nH]n2)cc1,12.02
CN(C1=NCCCO1)c1ccccc1,10.71
COc1cc(C)n(-c2ccccc2)n1,1.5
OC(CN1CCCC1)C[NH+]1CCCC1,7.75
CN(C)c1cc[nH+]c2c(O)cccc12,7.05
Cc1cnc(-c2ccccc2)c([O-])n1,9.3
Cc1cnc(-c2ccccc2)c(O)[nH+]1,0.7
Cc1cnc(-c2ccccc2)c(O)[nH+]1,-6.0
COc1ccc(C2CCC[NH+]2C)cn1,1.34
O=S(Cc1ccccc1)c1ncc[nH]1,9.8
O=C(c1ccc(Cl)cc1)c1cc[nH]n1,11.87
CN1CC(O)C2=C/C(=N\O)C(=O)C=C21,8.6
CC(=O)N1CCc2noc(O)c2CC1,4.3
O=[N+]([O-])c1ccc2cccnc2c1O,1.94
O=[N+]([O-])c1ccc(O)c2ncccc12,2.88
N=C(c1ccccc1)c1ccccc1,6.82
C(=C\c1ccncc1)\c1ccccc1,5.77
C(=C/c1ccncc1)\c1ccccc1,5.97
C(=N/c1ccccc1)\c1ccccc1,4.55
Cc1cccc(Nc2ccccc2)c1,0.92
Cc1ccc(Nc2ccccc2)cc1,1.16
CN(c1ccccc1)C1CCCCC1,6.35
Cc1ccccc1NC1CCCCC1,5.34
c1ccc(CSc2ccncc2)cc1,5.41
Clc1cccc(Nc2ccccc2)c1,2.34
c1ccc(CSc2ccccn2)cc1,3.23
Clc1ccc(Nc2ccccc2)cc1,0.0
Brc1ccc(Nc2ccccc2)cc1,1.73
Nc1ccc([I+]c2ccccc2)cc1,1.66
Cc1csc(Cc2ccccc2)[n+]1C,10.75
Nc1cccc([I+]c2ccccc2)c1,1.87
FC(F)(F)c1cccc2ncccc12,3.09
FC(F)(F)c1ccc2cccnc2c1,3.16
O=C1Cc2c1cc([N+](=O)[O-])c(O)c2Br,2.88
O=C(NO)c1cccc2ccccc12,7.7
O=C(O)CCc1c[nH]c2ccccc12,4.87
Cc1[nH]c2ccccc2c1CC(=O)O,4.67
CC(=O)c1ccc(O)c2ncccc12,4.0
CC(=O)c1ccc(O)c2ncccc12,7.75
COC(=O)c1ccc2ccccc2n1,1.75
Oc1ccccc1CN1CCOCC1,7.71
Oc1ccccc1CN1CCOCC1,10.27
Cc1nc(Cc2ccccc2)c(O)o1,10.34
COC(=O)c1ccc2ncccc2c1,3.8
COc1ccc2c(c1)C(O)N(C)C=C2,2.15
CC(=O)Oc1cccc2cccnc12,3.3
CCS[C@@H]1C(O)C2CC(=O)CC1N2C,4.9
CCS[C@@H]1C(O)C2CC(=O)CC1N2C,5.4
Oc1ccccc1CN1CCCCC1,8.6
OC(c1ccccc1)c1ccccn1,12.85
OC(c1ccccc1)c1ccccn1,4.44
C/C=C/c1ccc2cccnc2c1O,11.34
C/C=C/c1ccc2cccnc2c1O,4.66
C=CCc1ccc2cccnc2c1O,10.07
C=CCc1ccc2cccnc2c1O,4.52
CC1(C)CC(=O)C=C(N2CCCC2)C1,3.15
Cc1c(O)cncc1C1CCCCC1,10.0
Cc1c(O)cncc1C1CCCCC1,5.6
C=C[C@]1(O)C[C@H](C)N[C@@H]2CCCC[C@H]21,9.83
C=C[C@]1(O)C[C@@H](C)N[C@@H]2CCCC[C@H]21,9.98
C=C[C@]1(O)C[C@@H](C)N[C@H]2CCCC[C@@H]21,9.51
C#C[C@]1(O)C[C@H](C)N[C@@H]2CCCC[C@H]21,9.63
C#C[C@]1(O)C[C@@H](C)N[C@@H]2CCCC[C@H]21,9.73
C#C[C@]1(O)C[C@@H](C)N[C@H]2CCCC[C@@H]21,9.29
COc1ccc(C2CCCN2C)cc1,8.9
CC[C@]1(O)C[C@H](C)N[C@@H]2CCCC[C@H]21,10.05
